,Comment,Date,Insult,Usage
604,"""Can you please crawl back in your pathetic little hole. Trolls don't accept you because you're stupid as fuck.""",20120619083217Z,1,PrivateTest
605,"""Awww, you are so sweet!""",20120503012910Z,0,PublicTest
606,"""We know what a piece of crap you are so help yourself.\nYou are nothing but pure low life.""",20120619213705Z,1,PrivateTest
607,"""Judge not others, lest you be judged.""",20120529233742Z,0,PublicTest
608,"""To all the idiots in Detroit who bashed me for saying verlander sucks, go get an education because I didn't say that in any form but you attacked me for saying that...is the bad economy making you mad? Lol""",20120530011622Z,1,PublicTest
609,"""\\xc2\\xa0David Brock, homosexual militant who obviously hires other homosexual militants to rag on Fox News because Fox News exposes them for what they are. Daily Caller may not be able to say it, but I will.\\n\\nIn his autobiography, Blinded By the Right: By David Brock\\n\\xe2\\x80\\x9cAt Berkeley, I had no cause to associate conservatism with prejudice against gays. In the early \\xe2\\x80\\x9880s gay issues weren\\xe2\\x80\\x99t polarizing our campus\\xe2\\x80\\xa6since arriving in Berkeley I no longer put aside my deeper desires. With some hesitation, during my freshman year, I went on uneasy dates and had hurried sexual encounters with other guys in neighboring dorms. By the end of the year I considered myself gay and had surprisingly little trouble accepting that reality\\xe2\\x80\\xa6.\\xe2\\x80\\x9d\\n""",,0,PublicTest
610,"""Who do you think assisted him with the Olympics in Salt Lake?""",20120609231431Z,0,PrivateTest
611,"""3 euros half a liter here...hehe""",,0,PrivateTest
612,"""I don't know why you people think AMERIKKKA will change cause it won't, it's always been a racist fucking country and racism will be it's down fall remember these words.""",20120619175622Z,0,PrivateTest
613,"""Knowing O'blamo, he bowed deep twice,.. then asked: Yes Sir,.. anything else you desire President Putin????""",20120619153655Z,0,PublicTest
614,"""lol who are you rooting for??""",20120529233519Z,0,PrivateTest
615,"""What about Onslaught?\n\nI merely use the well honed tactics of the liberal democrat, and all of a sudden I'm a horrible monster?\n\nI employ your standards and you have a problem with that?\n\nMay I remind you that I am the very model of a modern liberal democrat?\n\nYes, Yes I may:\n\nI AM THE VERY MODEL OF A MODERN LIBERAL DEMOCRAT\n\nLIBERAL\nI am the very model of a modern liberal democrat\nA hurtful, hate-filled, vile, vicious, low down, no good, dirty rat\nI\u2019m venal and pernicious and obnoxious and deplorable\nAnd yet despite it all my mother still finds me adorable.\nI spend my time producing copious amounts of excrement\nThen fling it, like a monkey, \u2019round all over Al Gores internet\nI loudly shout to one and all my intellect superior\nThen demonstrate with equal verve my acumen inferior.\n\nALL\nThen demonstrate with equal verve my acumen inferior.\nThen demonstrate with equal verve my acumen inferior.\nThen demonstrate with equal verve my acumen inferi-eiror.\n\nLIBERAL\nMy grasp of fact is not the best; in truth it is quite tenuous\nMy view of history, \u2018bout the same, is fractured, filtered, nebulous.\nA hurtful hate-filled vile vicious low down no good dirty rat\nI am the very model of a modern liberal democrat.\n\nALL\nA hurtful hate-filled vile vicious low down no good dirty rat\nHe is the very model of a modern liberal democrat.\n\nLIBERAL\nI\u2019ve studied Saul Alinsky and I\u2019m practiced as a radical.\nI cling to every tenant of the socialist, fanatical.\nI make my rounds of all the liberal hotspots on the internet.\nThen parrot what I read just like some kind of mind numb malcontent.\nThe topics that I comment on are peppered well with BDS.\nI get the talking points I mouth from CNN and PBS.\nThe New York Times is like a bible that I pray to everyday.\nI never question anything, no matter how dumb, that they say.\n\nALL\nI never question anything, no matter how dumb, that they say\nI never question anything, no matter how dumb, that they say\nI never question anything, no matter how dumb, that they say, they say.\n\nLIBERAL\nI bloviate and obfuscate and knowingly prevaricate\nI castigate, vituperate, at slinging mud, I\u2019m really great.\nA hurtful hate-filled vile vicious low down no good dirty rat\nI am the very model of a modern liberal democrat.\n\nALL\nA hurtful hate-filled vile vicious low down no good dirty rat\nHe is the very model of a modern liberal democrat.\n\nLIBERAL\nIn fact when I can denigrate an African American (R)\nWith slurs the like of which were never dreamt of by the Ku Klux Klan.\nWhen I can fight for death row cads just like they were my son or brother  \nOr the right of murder that belongs to an expectant mother. \nWhen I can call my enemy, but not my homo friend, a fag\nAnd tolerate behavior that would likely make a maggot gag.\nThen all my wastrel pals would turn their beaming faces up at me \nAnd say a better liberal democrat they never hope to see.\n\nFor my militant proclivities, both overt and clandestine-y,\nHave only been brought down since the middle of our last century.\nBut still, a hate-filled vile vicious low-down no good dirty rat,\nI am the very model of a modern liberal democrat.""",20120619174502Z,0,PrivateTest
616,"""You seem obsessed with gay sex......seek help""",,0,PrivateTest
617,"""All this is aimed at non-EU nationals but isnt the government aware of the hordes of EU nationals taking over all jobs in this country?If everything is skewed in favour of EU nationals of course people are going to look at it with a jaundiced eye.Anyway this is a Tory Government so am not really shocked""",,0,PublicTest
618,"""Tatum you suck.   These drums are better than your mom.""",20120620040925Z,1,PublicTest
619,"""It what way is it hideous? ""no quad exynos = quad fuck no"" doesn't even make sense.. Try speaking English.""",20120620072352Z,1,PrivateTest
620,"""when the fU cK are we getting some new footage. fuck this shit""",20120619014500Z,0,PrivateTest
621,"""Hey, folks, you know that the only question will be: ""Is it true that the guy was committing the crime when the father entered the room?""\xa0 If all we have is the father's word for why he punched the guy (enough times to kill him), we have to ask whether his claim is true.\xa0 The FOUR-year-old is not a reliable witness.\nIf the prosecutors are convinced that the father caught the man doing that to his daughter, there will be no charges.\xa0 (Not in Texas, anyway.)""",20120612013318Z,0,PrivateTest
622,"""WOW LOOKS LIKE TWO WHITE GUYS. WE NEED TO BAN ALL WHITE FOLKS FROM MIAMI. JUST LIKE YOU WANT TO BAN HIPHOP MEMORIAL DAY ON SB.\nTHIS MUST BE OBAMA'S FAULT RIGHT. U DUMB ASSES""",20120527155004Z,1,PrivateTest
623,"""@okcjim I don't think there was anything super egregious, but in aggregate, OKC seemed to get a lot of touch fouls called that weren't getting called on Dallas's end.""",,0,PrivateTest
624,"""Its ONE of many factors. \xa0\nThere needs to be a speculation tax. \xa0i.e. if you 'flip' your property in less than one year. \xa0Unless you can show you needed to move for work.""",20120528135138Z,0,PrivateTest
625,"""You ain't a physician.  You are a physical idiot.""",20120618225623Z,1,PrivateTest
626,"""Look at your name. Of course you don't think Rondo was under him. You're butt hurt by the butt fucking they just gave to your team.""",20120610043912Z,1,PublicTest
627,"""Tombstone is useless. It produces nothing. It survives only because of the legends of Wyatt Earp. It's nothing but a tourist trap and no one who lives there was born there. They're all retirees acting as pitiful stage props. It's time to shut Tombstone down.""",20120609220514Z,0,PrivateTest
628,"""But could he have played through it.""",20120612001050Z,0,PrivateTest
629,"""STRIKE 3!!! SHUT THE HECK UP AND SIT DOWN YOUK!\nRAYS LOSE RAYS LOSE BALTIMORE ON BRINK OF LOSING!""",20120530020131Z,0,PrivateTest
630,"""If you are afraid to name dead late abusers, who has guts to name living ones!!!""",20120612123139Z,0,PrivateTest
631,"""Yep, what all these SICK people who yell ""We are Penn State"" fail to realize is a CHILD...a 10-year old CHILD was ANAL RAPED in a Football Locker room..the same room your ""beloved football team"" showers in...and you praise and mourn a man that was 40+ years friends with a CHILD MOLESTOR----as far back as 1998 Paterno *KNEW* Sandusky was raping Children, he simply ""Let him retire""---then in 2002 when someone ELSE found out...and TOLD PATERNO he witnessed Sandusky ANAL RAPING a child...""Paterno told his bosses ""oh, he was horsing around or something""=---once again protecting Sandusky when he KNEW Sandusky anal raped a kid....read the Grand Jury report...it\\'s in black and white...Victim #2-----and then McQueary told the President and A.D. and they did nothing. Do you realize McQueary told Paterno (his friend of 40-years anal raped a child)---and Paterno didn\\'t even bother to find out what the kids NAME WAS? That is how little your sick human being of a coach cared about children....he is without a doubt in HELL right now.\\xc2\\xa0""",,0,PrivateTest
632,"""CAUSE YOU ARE A PHUCKING LIAR""",20120503002231Z,1,PrivateTest
633,"""Terrorism is NICE. Communism is NICER.\n\nAdults are yucky. Naming EVIL, is almost as bad as CONDEMNING IT.\n\nAllahu Akbar!<B>\n\n\n""""Mohammed is God's apostle.\xa0 Those who follow him are ruthless\n\xa0to the unbelievers but merciful to one another""""\xa0 Quran 48:29\n\nSWOON, GUSH, FAWN, SLURP...\n\n\n\n http://thereligionofpeace.com/""",20120530052036Z,0,PrivateTest
634,"""you don't have to comment when you are high !""",20120529083721Z,0,PrivateTest
635,"""Thanks for sharing your thoughts Tink. I'm very literal in my thinking too. I see the 1 + 1 = 2 thing too. So when I read that Eric kills his bodyguard and was cold and detached about it, I automatically think... Ughhh evil Bastard. I can't see past someone, character or in real life person kills another and feel nothing about it. I can't forgive that. It disturbs me but I'm not an actress trying to get inside a character so I get that Rob and I see people and characters differently.\nI'm curious to see Rob's performance in this because if he was to make me, not like, but understand George, I wonder how he'll make me feel about someone I already commits murder.""",20120612043710Z,0,PrivateTest
636,"""I just can't chill down..... If they tell me, Christianity **YES!!!** but only under these and those circumstances, and never under those circumstances, the bird considers this anti-Christianity. These people would HATE Jesus, if they would seriously think his ideas over......""",,0,PrivateTest
637,"""Don't play dumb, oh wait, never mind.""",20120620000509Z,0,PublicTest
638,"""@f80ec2112a358a6980e7e3e2e10c1002:disqus \xa0Your post is a fucking joke.""",20120609223913Z,1,PrivateTest
639,"""Also, I'll probably stick around for The Browning just to beat up pit ninjas. Fuck pit ninjas, and FUCK The Browning. I don't know how anyone can stand to listen to those clowns.""",20120620045006Z,0,PublicTest
640,"""Maher is an idiot.. and you are too if you defend his stupidity""",20120612123306Z,0,PrivateTest
641,"""This could all be staged like the Acid attack woman or Ballon boy.\n\nThis is America. All kinds of weirdo freaks exist here \n\nSomeone needs to go slap him real hard\xa0in\xa0the face and see if he jumps right out of bed.""",20120619042030Z,0,PrivateTest
642,"""One thing that disappointed me about DT last night... since my cable was out I was drawn to the threads and it was disgusting. People on here cussing at brooks, the refs, calling for whole sale changes.\n\xa0\nTo those where in the game thread last night. you should be ashamed. Knee-jerking and lambasting our team for every single thing that didn't go right. Seriously. I expected more from this group.\n\xa0\nyou want to complain? You want to give your advice? Then do that in a constructive manner. The time for debating whole sale changes and coaching extensions and amnestying Perk and what not will come later. But right now lets focus our energy on support OUR TEAM and looking at what they can do to improve.\n\xa0\nTHUNDER UP!""",20120530141243Z,0,PrivateTest
643,"""Shouldn't have the US officials kept their mouth shut until the notification process was complete? \xa0I agree with you, but the blame is more on them... the press will just run with what they're given.""",20120619201209Z,0,PublicTest
644,"""No matter how old you get, she thinks about you and worries....and prays for you.""",20120609173449Z,0,PrivateTest
645,"""Thanks but it wasn't in the morning at all""",20120609182525Z,0,PrivateTest
646,"""why niggas slappin bitches ass nowadays smh we punchin bootys were im from bruh""",20120609223003Z,0,PublicTest
647,"""Here's who should be hardest hit by this policy - The Susan G Komen Foundation.""",,0,PublicTest
648,"""<font face=""Arial, Verdana"" size=""2"">the AFC west was the Special&nbsp;Olympics&nbsp;of football. winning the division wouldnt be bragging.</font>""",20120528152429Z,0,PrivateTest
649,"""wapo:   pul - lease.   Is this all you got?  get some better interns""",20120529013745Z,0,PrivateTest
650,"""Again, your fallousy is in not recognizing the difference between murdering citizens\xa0 (the Nazi example), and humane prosecution of\xa0illegal aliens. Sounds like the current Israelies are trying to deal with illegal immigration as humanely as possible.""",20120529042204Z,0,PrivateTest
651,"""@Rourke needs to give me a fucking like\xa0how sad is it that this song makes me think of the California Raisins?""",20120619182053Z,0,PrivateTest
652,"""Tss who does he think he is? Britney Spears brother or sumpthin' tss.""",20120620021553Z,0,PublicTest
653,"""For those are that still think obama has a hint of  intelligence, look at the poor sap that gave him Bin Laden, he is now serving a thirty year sentence for treason in Pakistan, because obama was too stupid to keep his mouth shut.""",20120530151914Z,0,PrivateTest
654,"""Ha, you really want to go there?""",20120529151651Z,0,PrivateTest
655,"""One Pimp & One Prostitute, both smell very nasty""",20120620144313Z,0,PrivateTest
656,"""GO YOU CHICKEN FAT GO!""",20120503005936Z,0,PrivateTest
657,"""@DF2691 He also continued the meme CPAC was pushing about Occupy: ""The rapes, the murders..."" They want people to think Occupy is run by the Manson Family... and in Breitbart\\\\\\'s addled little brainbox, they probably do! He\\\\\\'ll be on Shammity (radio & TV) Monday, bragging about how he bravely faced the killers down. Anyone want to bet me?\\'""",,0,PublicTest
658,"""On the bright side she will always know that her father will beat a man to death with his bare hands to protect her.""",20120619230640Z,0,PublicTest
659,"""The Pirates pitching is going to get atleast a little bit worse, but to be honest the offense needs to get better, Pedro will have to be more consistent, and so will Walker.\n\nI don't like Bedard and Burnett because they hold back guys who are part of the future, but it's whatever I suppose.""",20120528212009Z,0,PrivateTest
660,"""I see you and your sister got together to have a couple of kids......""",20120320160928Z,1,PrivateTest
661,"""that it lets raise taxes so public employee union can continue to steal from the tax payer -better benefits early retirement plans so way over the top that they cant even be compared to what the tax payer gets.\xa0 What make you soo special thqat you should benefits that are better than the very tax payer that supports you get ?\xa0 you talk about romney and evil coprs - better take a long look at what took place in WI, SJ, SD.\xa0 The gravy train is over \n\nstop your class warfare on the tax payers\xa0\xa0 - Obama is done and the public empoyee union is on its last legs""",20120611172544Z,0,PrivateTest
662,"""You parade your ignorance like it was a crown for all to see, a most pathetic puke you are, America Hater!!!""",,1,PrivateTest
663,"""Christi... I hope somehow you do see this comment.  You are completely on target!!!  My three sons danced ballroom for years!!!  I KNOW.  You have Abbys number and she hates that.  She IS living through those girls since she is never going to be a professional dancer and because they have young, strong, beautiful bodies.... Which she clearly is envious of.   She hates that she cannot intimidate you. \\n\\nI relate very much to your feelings as a mother and as a dancemom.   This is a difficult situation as a parent.  You are doing the right thing!!!  Abby has no boundaries... Quite literally.  She is trying to control everyone else, because she has clearly no personal boundaries whatsoever.   Our coach told us straight up that he does not want parents watching rehearsals because they won\\'t be able to handle the harshness required.  And it is rough!!!!   But we win. Everything.   We even win on dancing with the stars.  Everytime.  We win.  The difference between Rick and Abby is simple: she is vicious and personally cruel.   It is unacceptable.  If she were a parent, childrens services would have had her kids removed.  Rick is tough at rehearsals without being personally vicious!!  Abby is destroying their psyche.  And poor Maddie will end up with PTSD because she clearly feels badly for the way chloe is treated.  It is so obvious!!  That even Maddie backstage feels terrible for Chloe.  Melissa would see that if she wasn\\'t such a ""mean girl"" selling herself to pay for dance (talking about living through your kid!!  Wow.  She\\'s a walking dysfunction.  Trust me Christi, you and Hollie would not be able to live with yourselves to act like she does to pander to Abbys insecurities.  She is a special kind of mess).  Melissa is far more nasty and catty about ""Maddie is the best"" than I have ever seen Maddie be.  Melissa acts as if it\\'s her accomplishment!!  I don\\'t see her out there dancing for hours! \\n\\nYou have a very challenging situation.  Keep handling it with strength and dignity!!  What Chloe learns about life and handling difficult people, whom we all have to deal with, is what is most important.  Stand up for what you know is best for your daughter!!  And don\\'t engage with any one else who makes an ass of herself.   Keep your focus on not allowing Abby to negatively affect Chloe.   But don\\'t worry about the moms as much, unless they say it in front of or to Chloe.  If she is unaffected by it, do not engage them.   Jill is so freaking insecure because she can\\'t buy enough goodwill to make Kendall a quality dancer.  She doesn\\'t have core strength.  She doesnt have strong technique.  She is simply an immature dancer.  If the mom would put half the energy she spends bribing Abby into helping Kendall, she could become a stronger dancer!!!  Jill is a nightmare.  Let her live in that nightmare all by herself.   Let no mom speak with her for a couple of weeks until she can clean up her act.   Shut her out.   So that she does not affect you guys.  You all have enough pressure!! \\n\\nNow.... The catholic school girl costumes for the bullying number.... First the irony was so rich!!!  And Abby is clueless.  Second, our girls had the exact same costume for a lyrical number.  My sons was just watching that number and I was livid!!!  We were at the emerald ball in LA (I love how Abby name drops LA and NYC all the time).  We are all over the country every single weekend and sometimes entire week.  We have ballroom teams and regular girls lyrical/jazz/tap type teams.  When these girls walked out looking like living child porn, the entire ballroom of adult competitors and professionals gasped.   It was repulsive.   The number had gyrating, overly sexual moves, with the girls doing spilt legs with their crotches aimed at the audience.   I about died!!  Did some guy turn this team into a living vignette of his favorite porno?!?  We did not have the fishnet stockings.  I would have loved the fishnets over the thigh highs our girls were wearing!!   I am very proud to see you moms stand up and say ""No!! These are children!!""  I cheered when I saw you have such an impact!   Our teams moms decided to make it goofy so it would not get the reaction we got in LA:  after gasping when the girls walked on, there were no cheers, no clapping, dead awkward and uncomfortable silence!!  Broken up only by other gasps!   It was embarrassing.  Such bad taste level.  These are almost all Mormon children competing.  This was just atrocious.  I am hoping the dance moms learned something from watching you stand up for what is right. All our moms did was put swim googles on the girls to make it look more goofy.   It did work.   The short skirts, the little panties crotch aimed at the audience, and gyrating pre-teens looking like walking porn was not mitigated one bit by swim googles. \\n\\nCHLOE:  you are not snotty.  You have never exhibited a mouthy or cocky attitude.  That is Abbys projection on you.  Because if she had been born as pretty as you are and as talented as you are, SHE would be a total brat to everyone!!   So she assumes your a nasty bratty girl.  It is obvious to everyone watching how gentle and kind and sweet and generous you are!!!  You deserve to walk tall!!!  Every time Abby berated you, tune her out!!  Put her voice far away in the background and tell yourself, america is watching Abby make herself look like absolute jerk!!  And we all think you are an incredibly strong and elegant dancer!!!!  And phenomenal for your age.  I would not lie to you kid!!  You are phenomenal!!  I promise everyone sees that. Even Abby ;)  everytime she picks at you, she is doing it because she is so stinking jealous of you she can\\'t stand it!!!   She will never ever be as beautiful and as talented and kind and wonderful of a person as you are.  Smile, because every snotty thing she says or does reveals her ugliness to us and shows everyone how terribly jealous she is of YOU!!  You are a remarkable young woman!!  And an incredibly strong dancer!   There is good reason for Abby to be so jealous of you!!  Everyone should ;)  who wouldn\\'t want to be Chloe!!!  She is a fabulous person and a dynamic dancer!!   Abby can never take that from you.  So don\\'t give it to her.  You are amazing!!""",,0,PrivateTest
664,"""Clarrisani is as Australian and Muslim as Barney Frank is straight.\n\nAnother domestic liberal Democrat blog troll - BUSTED.\n\nGo back to MediaMatters: you failed.  You liberals are REALLY SCARED - relax.\n\nObama and you scumbags will be nuked this fall - nothing you can do about it.\n\nRelax!  Don't get a migraine over all this blog talk.  You're not that smart.""",20120611190823Z,0,PrivateTest
665,"""You can OD on water so I guess marijuana is better for you than water. That is the logic you are using...if it CAN kill you then marijuana is better. Not sure that is the criteria used when determining what is ok for a breast-feeding mom to put in her body.""",20120611204135Z,0,PrivateTest
666,"""So your Stupid Ass Wouldn't You Dumb Fuck!!!!!""",,1,PublicTest
667,"""I think Kirchner needs to concentrate on her countrys ailing economy, and stop all this nonsense about the Falklands.\\n\\n \\n\\nThis is all simply deflection to galavanise the Argentinian people, its why she constantly brings the subject of the Falklands up, because whilst the people of Argentina are focuses on the Falklands, there is less focus on the economic woes of the country.\\n\\n \\n\\nIs this what she wants her legacy to be?  Plastic Surgery and nonsense about the Falklands???? \\n\\n \\n\\nQuite how the UK sending a ship to the Falklands which they do so regularly be considered a risk to ""international security"" is laughable rhetoric of the lowest kind.  There is no danger from the UK ship so long as no-one starts anything against that ship or the Falklands.\\n\\n \\n\\nThe people of the Falklands have made it clear they want to be a part of the UK, so how about the Argentinians respect that and just move on?\\n\\n \\n\\nAlso, if Kirchner is so disgusted with the \\'oppressive\\' nature of colonisation, will she now be making a concerted effort against other countries that have colonies and trying to claim those for Argentina?\\n\\n \\n\\nFind a new hobby Kirchner, maybe one that involves economic stability for Argentina might be a better use of your time.""",,0,PrivateTest
668,"""No my dude you don't get it. Plainly said, take him out back and shoot him. No appeals no nothing. Just a couple of bullets and bill his family for the cost of the ammo...""",20120612150747Z,0,PrivateTest
669,"""joder como os envidio por tener lineas de 50 megas, yo con una de 10 lloraba de alegria, no por descargarme el juego sino porque me vaya bien el internet en general, porque con 2 megas soy una tortuga.""",,0,PublicTest
670,"""I have known lots of people on drugs, booze, had their kids taken away, that were in other professions such as nurse, mortgage broker, big time attorney, etc.""",20120611195501Z,0,PrivateTest
671,"""@Idrees1993 @caljb7 hahaa not even expensive fakes #fakejordan1""",20120619152630Z,0,PrivateTest
672,"""Tolerance? For dictators? I never said such a thing, and I never would. You bring shame upon yourself making excuses for tyrants and murderers.""",20120529051751Z,1,PublicTest
673,"""I know maybe half these women, but I support your list nonetheless""",20120529035845Z,0,PublicTest
674,"""That might be what other countries give, but the standard in the U.S. is 72 hours. I'd fight NPR over that.""",20120529171855Z,0,PrivateTest
675,"""Why do i have to scroll down to see this but jorden getting back with that guy is top news???""",,0,PublicTest
676,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",20120612020005Z,1,PrivateTest
677,"""And you have ""little girl syndrome"".  And yet another piece of rock snot blobs on to GW in the form of ""joannaca"".""",20120612141553Z,0,PrivateTest
678,"""yeah like you know me, faggot ass nigga""",20120609222408Z,1,PublicTest
679,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",20120612020126Z,1,PrivateTest
680,"""Perhaps it will make you feel better to know that my wife hit a cyclist with her car (accidentally!) a few months ago because he was riding on the sidewalks and popped out in front of her in the intersection. She was not ticketed but the cyclist got a stern warning from the cops.""",20120529154634Z,0,PrivateTest
681,"""This Marine will NEVER compromise ! Obama NO Romney HELL NO!... never EVER would I EVER consider Romney.. I will take Obama over that son of a bitch any day!""",20120612040551Z,0,PublicTest
682,"""Well, after all, Rmoney DID hire a speechwrighter/debate coach who worked for Jerry Falwell.  What would you expect?  Truth?  Believability?  Accuracy?  Honesty?  From Rmoney?\n\nPuhleeze!""",20120529155932Z,0,PublicTest
683,"""Dre WTF are you doing not even close""",20120529030328Z,0,PrivateTest
684,"""Other than ignorant ass-hats like you, who has used the word, ""crazy""?\\xc2\\xa0 It\\'s not used in the story.\\xc2\\xa0\\n\\nI understand that in the poorly educated and morally bankrupt segments of society where liberal dogma is most commonly used, fabricating words for someone else and then attacking them for the lie YOU create is considered ""smart"" debate.\\xc2\\xa0 But there are still a few Americans remaining who see through that middle school garbage and won\\'t put up with it.\\xc2\\xa0 \\n\\nYour post says a lot more about you than it does anyone involved in researching or publishing this story.\\xc2\\xa0 If you want to debate the story, stick to the content of the story, and stop pretending they\\'re saying things that weren\\'t written...liar.""",,0,PublicTest
685,"""I find the ""Big Fundamental"" more original and appropriate.""",20120529123108Z,0,PrivateTest
686,"""Those engineers are for mobile processors... as in for iPhones...\n\nhttp://www.itproportal.com/2011/10/10/apple-1000-engineers-working-iphone-ipad-processors/\xa0\n\nYou are clueless for not reading before you post crap :/""",20120619210816Z,1,PrivateTest
687,"""You don't even have to try really""",20120529020752Z,0,PrivateTest
688,"""Lol.......Ralph you are the guys who are still in Moi era...""",20120529022409Z,0,PrivateTest
689,"""See three other people wih IQ's lower then you clicked like on your comment!\n\nCongrats!\n\nYou are not the dumbest one on the blog!!""",20120620055513Z,1,PrivateTest
690,"""Well stop letting Jenny sit on it""",20120620000542Z,0,PrivateTest
691,"""Did you know the national average of same sex couples is .77. Not even 1% of the population according to the 2010 U S Census. So I ask why does the news media and entertainment industry try to convince us that being gay is OK. Why should we change the Constitution to include marriage between same sex partners?  Marriage is between one man and one woman.  Why should we amend our laws or the Constitution for less than one percent of our society. You can not legislate morality. Our teachers and professors should not be teaching morality.  """,,0,PrivateTest
692,"""You know there are people who still haven't seen <I>Prometheus</I>, right? The fucker's only been out for one weekend.""",20120611182909Z,0,PrivateTest
693,"""Membername.....1960's have zero relevance to now.  \n Actually, as much as you Packer fans will hate it, Farve made the Packers much more popular. \n\n\nthe 1960's have not lost relevance. And yes, Favre added to the Packers popularity, as the Packers were terrible to mediocre before he arrived.""",20120529171058Z,0,PublicTest
694,"""@Rourke needs to give me a fucking like\xa0\xa0@aciddragon\xa0well its me and my friend Jawn.""",20120619185433Z,0,PrivateTest
695,"""yep...right on the Llano river \n\nignorance becomes you""",20120611200633Z,0,PrivateTest
696,"""You are a complete jackass to blame the Mayor.   Get a life!!!!!!!!!!""",20120610013450Z,1,PublicTest
697,"""LMAO...you know only I will get that fag joke...bahahah...(and before anyone blasts Johnny, it is a\xa0brand of bearing FAG, swear to god)\xa0 It's ok though, if they fuck with me they are leaving some other poor soul alone.\xa0 \n\nMy son is doing great, his ship is due for its first deployment this month...\xa0 we are gonna go up to Norfolks when it returns for the big hoopla for it next spring.\xa0 Been pretty busy here too.\xa0 Sure have missed ya around here for sure.""",20120611171014Z,0,PrivateTest
698,"""You are not ready for this show and you new this before you started you a punk and do talk BS behind ppl back get courage up let the black side come out""",20120612102115Z,1,PrivateTest
699,"""genuinegooner sorry if you take it the rude way but  a manager who has been voted the best in the decade by the IFFHS and awarded with golden trophy in world football galas and is considered with ferguson and mourinho as the three most influential managers of modern football CAN NOT be critisised, offended and have his name and reputation tarnished by little engladers ........OK ?\\n\\n \\n\\nas for arsenal winning titles...when they repay the stadium and can pay some money for top players and integrate with what they have produced..thats when you can start having demands of them. certainly not now when they are still a work in progress.\\n\\n \\n\\nyou want arsenal to win titles? lol .....with who? walcott and eboue and almunia? lol and fabreags on his own ?..or van persie? is that how you win titles? lol my freind manchester united spent 34 million on two teenagers ..and 30 on one teenager..... chelsea got drogba malouda ballack essien etc etc to win titles.....arsenal has never spent those amounts for anyone...lol....arsenal have built a stadium and trying to stay on their feet while the rest collapse from their own financial mismanagement.  still though they are always there or thereabouts....and have been for the last 15 years and more...whether vieira is on or frimpong is on ...... if that is no testament to wenger;s ability for you little englanders then maybe its yoru logic that is at fault and not the one voted best manager of the decade......\\n\\n \\n\\nwenger does not have to give exams to anyone for his credentials....lol.....wenger is a football guru/scientist and you are just a frustrated soul with a keyboard..... and the arsenal fans should consider themselves lucky to have him. after him its chaos .........\\n\\n \\n\\n \\n\\n \\n\\n """,,0,PrivateTest
700,"""retired soldier\\n\\nI remember the time when being gay was considered to be a mental illness. In the military we used to throw you creteis in the slammer...ah those were the days.\\xc2\\xa0 """,,1,PrivateTest
701,"""LOL Allen Iverson was right, he told Lebron people was gonna hate him.Jealous ass pussy fucks, say what you want about him.He's in the finals and you're behind a\xa0computer scratching \xa0\nyour nuts.Know your place.BTW Okc vs Heat is gonna be a good ass game.""",20120611052919Z,0,PrivateTest
702,"""Would someone who regurgitates and parrots the sheep line from the tape recording really understand?""",20120530142516Z,1,PrivateTest
703,"""@dale0987654321 NO it's number fifteen on my list, asking a dumb question and persisting on getting an answer, LOL""",,0,PrivateTest
704,"""Funny that this should be the first time you brought this up....""",20120527175922Z,0,PublicTest
705,"""This piece of human excrement is certifiably insane ... she's so full of crap she needs to go to the bathroom. \xa0The people who put her in office must enjoy enriching her and her husband at their expense ... they are bottom scum that feed off of the crap from this Benedict Arnold""",20120619153007Z,0,PrivateTest
706,"""Fontaine123 your an idiot.""",20120609193931Z,1,PrivateTest
707,"""Did I say he sucks or did I say he's the best?""",20120530011147Z,0,PrivateTest
708,"""I've seen so many videos I don't think I can see any more.""",20120527190240Z,0,PrivateTest
709,"""I'll try not to miss this!\n\nAnd fuck you title \u0ca0_\u0ca0""",20120619090510Z,1,PrivateTest
710,"""I suspect you are right...as usual.""",20120610011130Z,0,PrivateTest
